yogurt,sausage,whole milk,semi-finished bread
salty snack,pastry,whole milk
frozen vegetables,pastry
hygiene articles,waffles,ham,processed cheese
rolls/buns,yogurt
bottled water,grapes,napkins
ham,napkins,other vegetables
ham,whole milk
rolls/buns,pastry,ice cream,bottled beer
frozen vegetables,bottled water,pip fruit
pork,red/blush wine
sausage,bathroom cleaner
rolls/buns,waffles
rolls/buns,curd
pip fruit,candles
bottled beer,canned beer
beef,citrus fruit
margarine,root vegetables,rolls/buns
hard cheese,whole milk
beverages,packaged fruit/vegetables
hard cheese,bottled water,specialty fat
cream cheese,specialty chocolate,frozen vegetables,other vegetables
yogurt,other vegetables
misc. beverages,coffee
photo/film,soda
onions,pip fruit
specialty bar,yogurt
citrus fruit,sliced cheese,napkins
frozen dessert,other vegetables
rolls/buns,yogurt,sugar
root vegetables,newspapers,sliced cheese,shopping bags
rolls/buns,sliced cheese
oil,male cosmetics
dessert,cake bar
yogurt,other vegetables
frozen vegetables,domestic eggs,pot plants
herbs,chocolate,tropical fruit
citrus fruit,flour
salt,female sanitary products
oil,soda,whole milk
specialty bar,domestic eggs
oil,yogurt
popcorn,packaged fruit/vegetables
citrus fruit,frozen vegetables
house keeping products,jam
rolls/buns,hygiene articles
beverages,fruit/vegetable juice
brown bread,beef,frozen fish
pork,root vegetables
chocolate,frozen fish
frozen meals,frankfurter
pastry,cleaner
yogurt,bathroom cleaner
fruit/vegetable juice,coffee,other vegetables
bottled water,curd
soda,oil,whole milk,other vegetables,fruit/vegetable juice,pastry,newspapers
soda,other vegetables
domestic eggs,pip fruit,seasonal products
rolls/buns,waffles,whole milk
rolls/buns,sausage,detergent,whole milk
yogurt,sausage,whole milk,bottled beer,root vegetables,newspapers,butter
cat food,whole milk,tropical fruit
soda,seasonal products
bottled water,pip fruit,sweet spreads,tropical fruit,herbs,yogurt
whipped/sour cream,root vegetables,chocolate
uht-milk,bottled beer
fruit/vegetable juice,whole milk
butter milk,tropical fruit
rolls/buns,processed cheese
pastry,bottled water
newspapers,other vegetables,canned beer
whipped/sour cream,frozen vegetables,whole milk
newspapers,onions
ham,domestic eggs
pork,rolls/buns
brown bread,dishes,white bread,shopping bags
rolls/buns,pastry
photo/film,chewing gum
dessert,whole milk
dishes,yogurt,sausage
other vegetables,whole milk
pasta,whipped/sour cream,whole milk
curd,butter milk
liquor (appetizer),tropical fruit
bottled water,grapes
root vegetables,bottled water,canned vegetables,whole milk
bottled water,tropical fruit
yogurt,whole milk
citrus fruit,sliced cheese
rolls/buns,frankfurter
root vegetables,detergent,butter milk,canned beer
hamburger meat,other vegetables
beverages,bottled water
bottled water,whole milk
brown bread,dessert
yogurt,other vegetables
rolls/buns,berries
brown bread,waffles,sausage,pork,flower (seeds),oil,whole milk
cream cheese,citrus fruit,waffles
domestic eggs,butter
flower (seeds),whole milk
chocolate marshmallow,canned beer
cocoa drinks,sausage
hamburger meat,pastry
processed cheese,sausage,tropical fruit,beef,long life bakery product,cream cheese,yogurt
dog food,bottled beer
frozen vegetables,newspapers
beverages,specialty fat
citrus fruit,frozen meals
chicken,pastry,waffles
chicken,hygiene articles
pasta,pip fruit,soda
white wine,onions
whipped/sour cream,cream cheese
margarine,citrus fruit
rolls/buns,domestic eggs,specialty cheese
frankfurter,napkins
canned vegetables,white bread
cream cheese,bottled water
yogurt,sausage
ham,bottled beer,tropical fruit
detergent,whole milk
yogurt,frankfurter
bottled water,hard cheese,organic sausage,other vegetables
yogurt,shopping bags
pork,other vegetables,shopping bags
bottled water
long life bakery product,soda,semi-finished bread,shopping bags
frankfurter,whole milk
bottled water,roll products,coffee
margarine,whole milk
other vegetables,canned beer
liquor,whole milk
citrus fruit,yogurt
domestic eggs,curd
frozen vegetables,soda,whole milk
citrus fruit,bottled beer,butter milk
whipped/sour cream,hamburger meat,newspapers,sugar
hygiene articles,canned beer
skin care,sugar
rolls/buns,frankfurter,whole milk,shopping bags
rolls/buns,frozen fruits,packaged fruit/vegetables
brown bread,sausage
rolls/buns,root vegetables,fruit/vegetable juice
soda,fruit/vegetable juice
soda,white bread,canned beer
whole milk,tropical fruit
hamburger meat,pastry,soda,newspapers
pastry,sausage
sliced cheese,sausage
root vegetables,candles
rolls/buns,bottled water
rolls/buns,chocolate
yogurt,butter milk
frozen vegetables,soda,other vegetables
cream cheese,other vegetables
other vegetables,shopping bags
frankfurter,bottled beer
sausage,chewing gum,uht-milk,bottled beer,artif. sweetener,butter,candles
bottled water,bottled beer
margarine,frozen vegetables
fruit/vegetable juice,seasonal products
grapes,photo/film
soda,candy
rolls/buns,hamburger meat
bottled water,chocolate
onions,tropical fruit
softener,butter
frozen meals,canned beer
uht-milk,shopping bags
other vegetables,berries
finished products,pastry
domestic eggs,whole milk,tropical fruit,other vegetables,yogurt
citrus fruit,salty snack
whipped/sour cream,fruit/vegetable juice
dishes,misc. beverages
rolls/buns,whole milk,berries,tropical fruit,frozen vegetables,pastry
spread cheese,domestic eggs,coffee
pastry,shopping bags
oil,chocolate,mayonnaise,frankfurter
berries,soda,white bread,canned beer
frozen potato products,softener,abrasive cleaner,newspapers,frankfurter
canned fruit,onions
domestic eggs,bottled water,tropical fruit
brown bread,root vegetables
citrus fruit,long life bakery product
pastry,soda
pickled vegetables,bottled water
citrus fruit,frozen vegetables
oil,male cosmetics
curd,candy
hard cheese,frankfurter
finished products,ice cream,whole milk,tropical fruit
uht-milk,tropical fruit
salty snack,dessert,cat food,white bread
newspapers,coffee
whole milk,cream cheese,pudding powder,other vegetables
pork,long life bakery product
domestic eggs,yogurt
flower (seeds),canned beer
oil,whole milk
soda,shopping bags
waffles,packaged fruit/vegetables
processed cheese,frankfurter
hygiene articles,canned fish
frozen meals,other vegetables
canned fish,chewing gum,other vegetables
rolls/buns,turkey,meat
cocoa drinks,napkins,shopping bags
rolls/buns,fruit/vegetable juice
hamburger meat,coffee
margarine,frankfurter
coffee,house keeping products,pip fruit,whole milk,canned beer,uht-milk,other vegetables
white bread,frozen vegetables,whole milk
waffles,napkins
beverages,soda
yogurt,flour,semi-finished bread
domestic eggs,sliced cheese
whipped/sour cream,bottled water,berries
waffles,pastry
frozen vegetables,tropical fruit
herbs,packaged fruit/vegetables
fruit/vegetable juice,canned beer
rolls/buns,cream cheese
fruit/vegetable juice,other vegetables,canned beer
flower (seeds),root vegetables
pasta,other vegetables,grapes,liver loaf
citrus fruit,dessert
newspapers,other vegetables,shopping bags
rolls/buns,uht-milk
chicken,popcorn,margarine,other vegetables
chicken,pastry,onions,other vegetables
waffles,processed cheese
whipped/sour cream,chicken,other vegetables,condensed milk,ham
sausage,frozen dessert,meat,sugar,uht-milk,beverages
pip fruit,chewing gum,other vegetables
hygiene articles,whole milk
pasta,liquor,pot plants
domestic eggs
rum,onions
sliced cheese,sausage,ice cream,long life bakery product
pip fruit,whole milk
bottled beer,other vegetables,cleaner
bottled beer,butter milk
whole milk,shopping bags
onions,whole milk
fruit/vegetable juice,canned beer
uht-milk,whole milk
pickled vegetables,chocolate,whole milk
coffee,sugar
soda,canned beer
rolls/buns,hard cheese
margarine,tropical fruit
ice cream,citrus fruit,yogurt,frankfurter
flour,soda
specialty chocolate,tropical fruit
pickled vegetables,soda,whole milk
pastry,canned beer
mustard,citrus fruit
butter,ice cream,fruit/vegetable juice,cake bar
chicken,soda,tropical fruit
citrus fruit,whole milk
soda,whole milk
uht-milk,newspapers,bottled water
whipped/sour cream,waffles,sausage,chicken,other vegetables,bottled beer,root vegetables,butter
margarine,whole milk
pork,other vegetables
misc. beverages,coffee
yogurt,bottled beer
beef,pip fruit
citrus fruit,flour
bottled beer,whole milk
soda,pet care,whole milk,herbs,cat food
domestic eggs,grapes,meat spreads
specialty bar,beef
long life bakery product,packaged fruit/vegetables
turkey,kitchen towels
brown bread,rolls/buns,chocolate,whole milk
turkey,curd,sugar
pastry,frankfurter,canned beer
rolls/buns,long life bakery product
uht-milk,cream cheese
waffles,root vegetables,soda
root vegetables,whole milk
uht-milk,shopping bags,specialty cheese
whole milk,butter milk
salt,tropical fruit
pet care,bottled water,pip fruit
napkins,long life bakery product
specialty chocolate,chewing gum,other vegetables,butter milk
misc. beverages,chewing gum
beef,napkins
waffles,domestic eggs,onions
yogurt,shopping bags
yogurt,whole milk,long life bakery product
rolls/buns,curd
dessert,flour,shopping bags
specialty chocolate,bottled water
domestic eggs,other vegetables
candy,bottled beer
uht-milk,newspapers,berries
dishes,hygiene articles,frankfurter
coffee,butter milk
whipped/sour cream,house keeping products
soda,canned beer
soda,other vegetables
bottled water,yogurt
fish,specialty chocolate
brown bread,domestic eggs,rubbing alcohol,shopping bags,whole milk,tropical fruit,citrus fruit,frankfurter
salty snack,yogurt,canned beer
grapes,semi-finished bread
sausage,butter milk,meat spreads
margarine,white bread,whole milk
beef,canned beer
cat food,fruit/vegetable juice
bottled water,sausage
chicken,whole milk
hygiene articles,seasonal products
coffee,frozen meals,soups,seasonal products,citrus fruit,yogurt
snack products,tropical fruit
light bulbs,sausage,grapes
chicken,white bread,newspapers,whole milk
citrus fruit,processed cheese
newspapers,whole milk
shopping bags,seasonal products
domestic eggs,soda
liquor (appetizer),whole milk
semi-finished bread,tropical fruit
citrus fruit,fruit/vegetable juice
specialty chocolate,coffee
beverages,frozen meals
brown bread,margarine,newspapers
brown bread,waffles
margarine,other vegetables
chicken,pork,frozen fish
rolls/buns,yogurt
frozen dessert,canned beer
butter,other vegetables
root vegetables,pip fruit,coffee
uht-milk,canned beer
sausage,tropical fruit
frozen vegetables,sausage,detergent,canned beer
misc. beverages,frankfurter
yogurt,semi-finished bread
brown bread,flour
root vegetables,sliced cheese
pork,hygiene articles,shopping bags
root vegetables,other vegetables
root vegetables,fruit/vegetable juice
rolls/buns,root vegetables
rolls/buns,frozen meals,other vegetables
whipped/sour cream,salty snack
finished products,rolls/buns
frozen vegetables,pickled vegetables
bottled water,sugar
nuts/prunes,onions
brown bread,pork
whole milk
ice cream,sauces
brown bread,uht-milk
domestic eggs,soap,pastry,other vegetables
hygiene articles,root vegetables,bottled beer
whole milk,rice
whipped/sour cream,margarine,ham,root vegetables
bottled water,curd cheese,napkins,sausage
whipped/sour cream,cream cheese,berries
chocolate,sausage,newspapers,pastry
root vegetables,tropical fruit
root vegetables,other vegetables
sausage,coffee,white bread
root vegetables,bottled water
margarine,ham,bottled water
sugar,frankfurter,long life bakery product
whipped/sour cream,dish cleaner
pastry,other vegetables
frozen meals,whole milk
soft cheese,hamburger meat
curd,tropical fruit
packaged fruit/vegetables,tropical fruit
soda,canned beer
rolls/buns,root vegetables
brown bread,dishes
rolls/buns,soda,butter milk
pot plants,other vegetables
rolls/buns,bottled beer
condensed milk,white wine,specialty fat,fruit/vegetable juice
chicken,bottled water,soups
root vegetables,onions
fruit/vegetable juice,soda,other vegetables
sliced cheese,frankfurter
cream cheese,canned fish,butter
chicken,rolls/buns
whipped/sour cream,beef
yogurt,whole milk
hamburger meat,onions
beef,liquor
rolls/buns,bottled beer,root vegetables,pickled vegetables,yogurt
salt,uht-milk,roll products
detergent,tropical fruit
tea,misc. beverages
cat food,hamburger meat
herbs,turkey,white bread
herbs,citrus fruit,sausage,bottled beer
citrus fruit,bottled water,soda,tropical fruit
ice cream,chewing gum
domestic eggs,soda,artif. sweetener
butter milk,semi-finished bread
candy,whole milk,semi-finished bread
whipped/sour cream,root vegetables,baking powder
fruit/vegetable juice,berries
red/blush wine,sausage
frozen vegetables,other vegetables
butter,white bread
chicken,whole milk
margarine,sausage,beef,other vegetables,long life bakery product
citrus fruit,yogurt
napkins,cake bar
frankfurter,whole milk
other vegetables,shopping bags
dog food,vinegar
butter milk,long life bakery product
dish cleaner,citrus fruit,pastry
whole milk,other vegetables
whole milk,red/blush wine,curd
rolls/buns,packaged fruit/vegetables
specialty bar,whole milk
whipped/sour cream,pip fruit,soda,fruit/vegetable juice
brown bread,beef
chocolate,whole milk,tropical fruit
other vegetables,frankfurter,bottled beer
uht-milk,bottled water
domestic eggs,frankfurter
hard cheese,tropical fruit
whole milk,other vegetables
ice cream,rolls/buns,nut snack,napkins
pip fruit,sausage
condensed milk,other vegetables
beef,soap
whipped/sour cream,other vegetables
bottled water,pastry
rolls/buns,citrus fruit
pastry,sausage,whole milk
pastry,candles
baking powder,male cosmetics
misc. beverages,curd
yogurt,bottled beer
sausage,shopping bags,chewing gum,canned beer,beverages,other vegetables,yogurt,frozen fish
whipped/sour cream,whole milk,beef,other vegetables,root vegetables
yogurt,whole milk
other vegetables,white bread,whole milk
cling film/bags,ham
rolls/buns,waffles
other vegetables,soda,whole milk,long life bakery product
butter,white bread
baking powder,pot plants
rolls/buns,yogurt
whole milk,domestic eggs,dessert,candles
butter,canned beer
finished products,root vegetables
pip fruit,whole milk
brown bread,cat food,frozen meals,white bread
whipped/sour cream,chocolate marshmallow
organic products,other vegetables,berries
frozen vegetables,pip fruit,hard cheese,sausage
pastry,shopping bags
baking powder,butter milk,shopping bags
bottled beer,bottled water,whole milk,canned beer
other vegetables,curd
salty snack,frozen meals,whole milk,uht-milk,other vegetables
rolls/buns,oil
napkins,other vegetables
frozen potato products,pork,curd cheese
root vegetables,whole milk
beef,soda
brown bread,bottled water,sausage
uht-milk,pastry
pasta,soda
coffee,other vegetables
coffee,newspapers,soda,whole milk
rolls/buns,shopping bags
root vegetables,potato products,frozen meals,bottled beer
turkey,other vegetables
chicken,chocolate,chewing gum
coffee,whole milk,tropical fruit
pet care,other vegetables,dental care
whipped/sour cream,curd
sausage,whole milk
margarine,pip fruit,whole milk,instant coffee,misc. beverages,hamburger meat,curd
citrus fruit,frozen vegetables
onions,soda
bottled water,sausage,chicken,chewing gum,pastry,newspapers,yogurt
sausage,whole milk
condensed milk,pip fruit,soda
beef,butter,tidbits,long life bakery product
rolls/buns,coffee,white wine,frankfurter
sausage,white bread
rolls/buns,hygiene articles,chicken,liquor (appetizer),pip fruit
sausage,bottled beer
pastry,meat spreads
beef,yogurt
pet care,sliced cheese
root vegetables,dessert
chicken,beef,white bread,semi-finished bread
yogurt,whole milk
chocolate,roll products,whole milk
yogurt,sausage,soda,pork,pip fruit,whole milk,grapes,dessert
waffles,butter
whole milk,hard cheese,zwieback,other vegetables
sliced cheese,sausage,rolls/buns,other vegetables
pickled vegetables,bottled water,frankfurter
frozen meals,napkins
onions,whole milk
salty snack,canned beer
rolls/buns,fruit/vegetable juice,other vegetables,ham,frankfurter
rolls/buns,citrus fruit
rolls/buns,hard cheese,ketchup
brown bread,hamburger meat,chewing gum
rolls/buns,other vegetables
hamburger meat,curd,ice cream,chocolate
misc. beverages,white wine,whole milk
waffles,semi-finished bread
bottled beer,whole milk
salt,frankfurter
sausage,frankfurter
mayonnaise,spread cheese,onions,tropical fruit
yogurt,pip fruit,meat
waffles,soda,soft cheese,other vegetables,hamburger meat
other vegetables,liver loaf
fruit/vegetable juice,liver loaf
soda,instant coffee
chicken,pastry,soda
rolls/buns,newspapers
chicken,hamburger meat,butter,rolls/buns
butter,sausage
beverages,sausage
misc. beverages,meat
spread cheese,shopping bags
salty snack,frozen vegetables,cat food
whole milk,canned beer
red/blush wine,butter,other vegetables
fruit/vegetable juice,tropical fruit
domestic eggs,soda
margarine,pip fruit
rolls/buns,berries
sausage,whole milk
rolls/buns,soda
margarine,hygiene articles,bottled water,pip fruit,beef
bottled water,baking powder
whole milk,shopping bags
frozen vegetables,tropical fruit
flour,canned beer
root vegetables,yogurt
whipped/sour cream,whole milk
root vegetables,processed cheese
pork,other vegetables
frozen vegetables,bottled beer
whole milk
yogurt
waffles,dessert,dental care
bottled water,other vegetables
pastry,soda
specialty bar,other vegetables
fruit/vegetable juice,long life bakery product
ice cream,other vegetables
root vegetables
butter milk,packaged fruit/vegetables
frozen potato products,whipped/sour cream
margarine,candy
specialty cheese,meat
misc. beverages,frozen meals
dog food,hamburger meat
yogurt,other vegetables
pasta,beverages,whole milk
dishes,canned beer
mustard,whole milk,tropical fruit
sausage,frozen meals
specialty bar,pastry,whole milk
rolls/buns,salty snack,domestic eggs,pip fruit,photo/film
brown bread,coffee,beef,dishes,pastry
beef,ham
hamburger meat,dessert
newspapers,instant coffee
bottled water,salad dressing,whole milk,citrus fruit,pickled vegetables
bottled water,spread cheese,other vegetables,specialty bar,yogurt
pastry,fruit/vegetable juice
sliced cheese,nut snack,berries
processed cheese,mayonnaise,shopping bags
margarine,whole milk
hard cheese,coffee
organic products,root vegetables
other vegetables,semi-finished bread
rolls/buns,butter milk
specialty chocolate,soda
root vegetables,domestic eggs
chicken,vinegar,whole milk,shopping bags
pastry,curd
root vegetables,butter milk
bottled water,turkey,canned beer,pastry,butter
chicken,salty snack
rolls/buns,oil,other vegetables
yogurt,detergent
specialty bar,chicken
frankfurter,soda
mustard,soda
pet care,chocolate
domestic eggs,yogurt
soda,tropical fruit
brown bread,root vegetables,detergent,fruit/vegetable juice
brown bread,white wine
dessert,sliced cheese,shopping bags
specialty vegetables,canned fish,yogurt,specialty cheese
brown bread,frankfurter
canned vegetables,pip fruit,cling film/bags
tropical fruit
root vegetables,pip fruit
pickled vegetables,frozen dessert,soda
yogurt,tropical fruit,whole milk,canned beer
fruit/vegetable juice,whole milk
whole milk,bottled water,curd
domestic eggs,whole milk,canned beer
brown bread,packaged fruit/vegetables
specialty chocolate,flour,tropical fruit
brown bread,domestic eggs,whole milk
waffles,fruit/vegetable juice
whole milk,tropical fruit
whole milk,bottled beer
root vegetables,yogurt
chicken,margarine
salt,hamburger meat
citrus fruit,other vegetables
frankfurter,canned beer
rolls/buns,white wine
newspapers,whole milk
grapes,soda
brown bread,pork,pip fruit,whole milk
newspapers,whole milk,shopping bags
chocolate,yogurt,whole milk
rolls/buns,yogurt
margarine,yogurt
citrus fruit,yogurt
bottled water,white bread
canned fish,yogurt,frankfurter,whole milk
newspapers
chocolate,canned beer
citrus fruit
citrus fruit,soda
house keeping products,sausage
pork,rolls/buns
hygiene articles,pickled vegetables,butter milk
margarine,whole milk
pasta,domestic eggs,yogurt
salty snack,turkey,berries,other vegetables,root vegetables
newspapers,shopping bags
white bread,whole milk
rolls/buns,processed cheese
whipped/sour cream,tropical fruit
chewing gum,other vegetables
root vegetables,canned beer
brown bread,yogurt
whipped/sour cream,dessert
sausage,packaged fruit/vegetables
yogurt,shopping bags
brown bread,soda,whole milk
grapes,tropical fruit
sausage,meat
whipped/sour cream,soda
waffles,domestic eggs
herbs,white bread
cream cheese,bottled water
frankfurter,bottled beer
beef,newspapers,canned vegetables
bottled beer,citrus fruit,whole milk
specialty bar,bottled water,curd
root vegetables,sliced cheese,liquor
specialty vegetables,onions
rolls/buns,soda
root vegetables,soups
napkins,fruit/vegetable juice
misc. beverages,oil,yogurt
brown bread,berries
bottled water,sausage
citrus fruit,sugar
waffles,sugar
butter,frozen dessert,meat
cream cheese,citrus fruit,butter milk
pip fruit,whole milk
pork,soda
waffles,beef,salty snack
margarine,pastry
uht-milk,chocolate,curd
root vegetables,canned beer
rolls/buns,frankfurter
newspapers,frozen dessert
domestic eggs,meat
chicken,cat food
salt,pork,sausage,soda
brown bread,chicken
chocolate,fruit/vegetable juice
other vegetables,meat
white bread,other vegetables
beef,curd
shopping bags
frozen vegetables,whole milk
misc. beverages,other vegetables
rolls/buns,citrus fruit,spread cheese,soda
rolls/buns,frozen vegetables,soda,bottled beer
citrus fruit,whole milk
spices,bottled water,yogurt,fruit/vegetable juice
root vegetables,white wine
rolls/buns,dessert
whipped/sour cream,butter
ham,pastry
nuts/prunes,whole milk
pet care,white wine,pip fruit,shopping bags
rolls/buns,whole milk
waffles,citrus fruit
chocolate,meat
newspapers,yogurt
frozen vegetables,napkins
bottled water,canned beer
waffles,rolls/buns
bottled beer,domestic eggs,whole milk
specialty bar,sausage
canned beer,tropical fruit
brown bread,coffee,other vegetables
cat food,soda
frozen potato products,processed cheese,instant food products
herbs,root vegetables,cereals
uht-milk,oil
newspapers,whole milk
citrus fruit,bottled water
pork,waffles,white bread
grapes,soda
rolls/buns,chocolate,pip fruit,frozen vegetables,other vegetables
mustard,domestic eggs
oil,whole milk
domestic eggs,whole milk
rolls/buns,nuts/prunes
domestic eggs,coffee
cling film/bags,hygiene articles
margarine,soda
brown bread,berries,tropical fruit
cream cheese,other vegetables
zwieback,bottled water
napkins,white bread
shopping bags,sugar
frozen fish,whole milk
frozen vegetables,sugar
brown bread,snack products,citrus fruit,napkins
cream cheese,other vegetables
onions,whole milk
frozen vegetables,frozen meals,curd
misc. beverages,baking powder,pot plants
ham,pickled vegetables,soda
ham,frozen vegetables,chewing gum
brown bread,pork,misc. beverages
domestic eggs,berries
cat food,napkins,fruit/vegetable juice
pork,citrus fruit,yogurt,other vegetables
salty snack,other vegetables
citrus fruit,liver loaf
yogurt,soda,whole milk
yogurt,whole milk,meat
flour,tropical fruit
chicken,sausage
specialty bar,chicken,liquor,newspapers
brown bread,salty snack
hamburger meat,grapes,candy
beef,newspapers,whole milk
butter,pastry,yogurt,berries
beef,bottled water
yogurt,meat
whipped/sour cream,pip fruit
sausage,grapes
bottled water,white bread
other vegetables,liver loaf
cling film/bags,other vegetables
whipped/sour cream,other vegetables,berries
chicken,coffee
beverages,bottled water,sausage,white bread
oil,newspapers,coffee
root vegetables,pastry
dessert,citrus fruit,canned fruit,pip fruit
white bread,bottled water,other vegetables
rolls/buns,soda
hygiene articles,other vegetables
chicken,bottled beer
soda,fruit/vegetable juice
sliced cheese,whole milk
rolls/buns,bottled water,long life bakery product
bottled beer,packaged fruit/vegetables
rolls/buns,citrus fruit,whole milk
oil,tropical fruit
newspapers,pip fruit
sausage,whole milk
whipped/sour cream,bottled water
pork,white bread
flower (seeds),pork,whole milk
root vegetables,hamburger meat,bottled beer
whipped/sour cream,rolls/buns,meat,frozen meals,cream cheese,yogurt
whipped/sour cream,sausage,soda,specialty bar,butter
newspapers,dessert,bottled water
brown bread,ice cream,bottled beer
sweet spreads,coffee
dessert,coffee
hard cheese,pastry
yogurt,ice cream
bottled water,sausage
bottled water,canned beer
yogurt,soda
yogurt,long life bakery product
soda,long life bakery product
pastry,bottled beer
uht-milk,cream cheese,berries
chicken,waffles,yogurt
whipped/sour cream,yogurt
curd cheese,tropical fruit
margarine,butter milk
hamburger meat,white wine
other vegetables,tropical fruit
specialty bar,sausage
rice,shopping bags
onions,yogurt
flour,soda
newspapers,whole milk
rolls/buns,other vegetables
beverages,coffee
root vegetables,sugar
misc. beverages,ice cream,other vegetables
uht-milk,beef
whipped/sour cream,soda,long life bakery product
spread cheese,newspapers
margarine,citrus fruit,curd
brown bread,hard cheese,salty snack,other vegetables
coffee,other vegetables
hard cheese,root vegetables,rolls/buns,napkins
chicken,white bread
soda,pot plants
cat food,soda
whipped/sour cream,onions,tropical fruit
citrus fruit,rum
frozen vegetables,abrasive cleaner,pip fruit
misc. beverages,other vegetables
salty snack,butter
citrus fruit,butter
chicken,shopping bags
pasta,whole milk
salty snack,kitchen towels
cream cheese,frozen meals
chicken,nut snack
frozen vegetables,napkins,other vegetables
brown bread,ketchup,soda
waffles,salty snack,hard cheese
onions,other vegetables
pork,rolls/buns
root vegetables,whole milk
pasta,cream cheese
rolls/buns,butter
soda,other vegetables
rolls/buns,other vegetables
whole milk,tropical fruit
rolls/buns,uht-milk,candy
whipped/sour cream,root vegetables,coffee
pastry,other vegetables,shopping bags
margarine,yogurt,curd,tropical fruit
pet care,pork,margarine
rolls/buns,pip fruit,tropical fruit
whole milk,tropical fruit
citrus fruit,candy
other vegetables,cake bar
citrus fruit,beef
root vegetables,other vegetables
rolls/buns,cat food
citrus fruit,instant food products
sauces,vinegar,tropical fruit
yogurt,sausage
uht-milk,ham,margarine
chocolate,shopping bags
uht-milk,pot plants,frankfurter,bottled beer
whipped/sour cream,pastry,napkins
hamburger meat,pip fruit
whole milk,flower soil/fertilizer
brown bread,pastry
rolls/buns,domestic eggs
margarine,meat
bottled water,dessert
rolls/buns,processed cheese,whole milk,semi-finished bread
frankfurter,other vegetables
pork,frozen vegetables
whipped/sour cream,onions
misc. beverages,newspapers
whipped/sour cream,brown bread
yogurt,cake bar,canned beer,pastry,newspapers,baking powder
bottled water,other vegetables
rolls/buns,shopping bags
root vegetables,sliced cheese,napkins
citrus fruit,grapes
finished products,pip fruit
citrus fruit,meat
whipped/sour cream,soda
berries,packaged fruit/vegetables
frozen vegetables,sausage
waffles,newspapers,shopping bags
white wine,instant food products
sausage,whole milk
margarine,hamburger meat
citrus fruit,bottled water
frozen vegetables,soda,bottled beer
margarine,processed cheese
pip fruit,napkins,shopping bags
whole milk,other vegetables
white bread,whole milk
processed cheese,other vegetables
chocolate,yogurt
red/blush wine,shopping bags
yogurt,chewing gum
pip fruit,soda
other vegetables,fruit/vegetable juice
brandy,coffee,whole milk
onions,frozen dessert
sausage,whole milk
bottled water,soda
salty snack,yogurt
rolls/buns,potato products
citrus fruit,coffee
dessert,shopping bags
rolls/buns,pip fruit,white bread
yogurt,long life bakery product,napkins,meat
pork
brown bread,hygiene articles,shopping bags,pork,whole milk,dessert,citrus fruit,butter
pip fruit,whole milk
rolls/buns,tropical fruit
sausage,whole milk,butter milk,other vegetables,packaged fruit/vegetables
male cosmetics,other vegetables,herbs,yogurt,frankfurter
rolls/buns,specialty chocolate,pip fruit,liquor
whole milk,house keeping products,other vegetables
dishes,other vegetables
uht-milk,whole milk
waffles,cat food,pip fruit
specialty bar,bottled water
pork,hygiene articles
whipped/sour cream,rolls/buns,chocolate
hygiene articles,soda
specialty chocolate,soda
flour,soda,pudding powder
root vegetables,ice cream
brown bread,butter milk
coffee,other vegetables
brown bread,sugar,tropical fruit
white bread,berries
herbs,uht-milk,pip fruit,other vegetables
yogurt,other vegetables
brown bread,waffles,male cosmetics,chicken,beef,grapes,root vegetables,roll products
beverages,white bread
specialty chocolate,chocolate,other vegetables
whipped/sour cream,dish cleaner,pickled vegetables
newspapers,whole milk
bottled water,bottled beer
whipped/sour cream,root vegetables
brown bread,frozen dessert
bottled water,butter milk
zwieback,other vegetables,meat
frankfurter,curd
processed cheese,other vegetables
chicken,canned fish,soda
cream cheese,sausage
rolls/buns
dish cleaner,citrus fruit,margarine
pork,red/blush wine
pastry,whole milk
bottled water,newspapers
citrus fruit,root vegetables
whole milk,bottled beer
pip fruit,soda
yogurt,butter milk
butter,candy
rolls/buns,yogurt
waffles,dessert,whole milk
frankfurter,other vegetables
bottled water,bottled beer,sugar
rolls/buns,sausage
rolls/buns,other vegetables
margarine,sausage,other vegetables,pastry,newspapers,curd
zwieback,tropical fruit
ham,sugar
margarine,flour,whole milk
whole milk,sugar
domestic eggs,baking powder,bottled beer,tropical fruit
rolls/buns,waffles,bathroom cleaner,tropical fruit,canned beer,condensed milk,root vegetables,pastry
citrus fruit,domestic eggs
onions,yogurt,whole milk,sugar
herbs,domestic eggs,salty snack
zwieback,beverages,pip fruit
chicken,grapes
pip fruit,butter milk
canned fish,berries
pastry,bottled beer
sweet spreads,soda,rice
curd,processed cheese,butter,whole milk
zwieback,pastry,soda
beef,instant food products
newspapers,bottled beer
rolls/buns,fruit/vegetable juice,tropical fruit
grapes,soda
brown bread,pork
whole milk
domestic eggs,sliced cheese
root vegetables,seasonal products
whole milk,berries
citrus fruit,fruit/vegetable juice
root vegetables,onions
semi-finished bread,packaged fruit/vegetables
pastry,sausage
specialty bar,pork,long life bakery product
oil,yogurt,misc. beverages,candy
newspapers
rolls/buns,ham
hard cheese,oil
misc. beverages,long life bakery product
curd,tropical fruit
other vegetables,liver loaf
other vegetables,tropical fruit
canned fish,fruit/vegetable juice
chocolate marshmallow,whole milk
dish cleaner,fruit/vegetable juice
root vegetables,yogurt,candles
citrus fruit,root vegetables
whole milk,dental care,pot plants,seasonal products
bottled water,fruit/vegetable juice
rolls/buns,kitchen towels
brown bread,whole milk
